names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
APP,3.289602,0.25958127,0.0010032919489888679,0.05448292080851862,0.9409722222222222
CPNE7,3.285517,0.29482847,0.0010179537327220768,0.05495298609345241,0.9340277777777778
EMC10,3.2848887,0.23111576,0.001020226914365085,0.05499458805990644,0.9791666666666666
INPP5J,3.2764046,0.5897819,0.001051378247332849,0.05648729609872151,0.6215277777777778
ABHD11,3.2688632,0.4128672,0.0010798047650946224,0.05759220572333763,0.7881944444444444
MAPK13,3.2676063,0.35373148,0.0010846110654811397,0.057700362801853484,0.8576388888888888
INTS3,3.2666638,0.3056961,0.0010882287675037905,0.0578087969802703,0.9027777777777778
CLTC,3.262893,0.2019842,0.0011028114623670721,0.058419856960197636,0.9965277777777778
MT-ND3,3.2619503,0.19871628,0.001106485264230421,0.058419856960197636,1.0
EIF4A3,3.261636,0.26274565,0.0011077123775409732,0.058419856960197636,0.90625
BMI1,3.261636,0.3806217,0.0011077123775409732,0.058419856960197636,0.7777777777777778
PTTG1IP,3.2610078,0.30871126,0.0011101703802022145,0.05846524616659173,0.8993055555555556
ZDHHC9,3.2540948,0.5392076,0.0011375432845251558,0.05964931483797311,0.6319444444444444
GLUD1,3.2452965,0.31244907,0.001173283855265979,0.0612404225536116,0.9340277777777778
SAR1B,3.2364984,0.38271758,0.0012100596257385147,0.06264411932341638,0.8055555555555556
TNFSF10,3.2324133,0.25771055,0.0012274935107202106,0.06327815490967666,0.9513888888888888
ST8SIA6-AS1,3.2298996,0.39030027,0.0012383370555091536,0.06365782945040804,0.7951388888888888
PTPRA,3.2280142,0.33837858,0.0012465276910978303,0.06389938378413401,0.7777777777777778
CPB1,3.2258146,0.2702934,0.001256146645608138,0.06428313185895569,0.9895833333333334
TULP4,3.2255003,0.53517014,0.0012575263629685603,0.06428313185895569,0.6423611111111112
H1F0,3.2223582,0.2772938,0.001271400698399769,0.06481133281633697,0.96875
RAB3D,3.2201586,0.46590018,0.0012811966682217575,0.0652198598798116,0.6875
AP1G1,3.215131,0.36280012,0.00130384964556314,0.06591464209565813,0.8159722222222222
UQCR11,3.2110462,0.15778702,0.0013225267521715844,0.0664914857915277,0.9965277777777778
GATA2,3.205076,0.69914806,0.0013502684566314396,0.06760762760761604,0.5138888888888888
GCDH,3.2009912,0.72789985,0.0013695578617466356,0.06838634010612361,0.4895833333333333
RAB30,3.198163,0.4520523,0.001383060606955688,0.06868575478315486,0.7083333333333334
PCBP2,3.1956491,0.1553947,0.0013951660053341322,0.06919305008297368,1.0
NDUFA10,3.1884222,0.25215375,0.0014305153651774205,0.0704687656539149,0.9652777777777778
CAMK2N1,3.181195,0.3600447,0.0014666887394361122,0.07186382135488774,0.8055555555555556
FAM102B,3.1780527,0.5516363,0.0014826776730798422,0.07224245846729307,0.6701388888888888
CHRD,3.1777384,0.35635772,0.0014842853683616401,0.07224245846729307,0.8298611111111112
SLC44A2,3.1777384,0.33072105,0.0014842853683616401,0.07224245846729307,0.8645833333333334
SMIM29,3.1764817,0.4042664,0.0014907322251086776,0.07244221204632999,0.7430555555555556
TMEM219,3.1661122,0.26695588,0.001544911470877702,0.07401217898638059,0.9236111111111112
EID1,3.1554286,0.27190104,0.001602624342843898,0.07637715308910092,0.9097222222222222
NDUFA2,3.1519723,0.1785508,0.0016217168964911509,0.07718655413325437,0.9930555555555556
SYNGR2,3.14883,0.12694123,0.0016392551977516647,0.07771810815143611,0.9965277777777778
C6orf89,3.1422312,0.36971113,0.0016766551332561535,0.07908151357256246,0.8368055555555556
CNOT1,3.1406603,0.30180714,0.00168567482417539,0.0792857585482295,0.9097222222222222
NCSTN,3.140346,0.32556045,0.0016874841099716066,0.0792857585482295,0.8715277777777778
NET1,3.140346,0.33669683,0.0016874841099716066,0.0792857585482295,0.8645833333333334
SLC9A3R1,3.1381464,0.12244469,0.0017001992137698448,0.0797807582348591,1.0
CDK5RAP3,3.137518,0.2465358,0.0017038482528295932,0.07984961575136484,0.9548611111111112
PRXL2A,3.1309192,0.34071586,0.0017426004407237361,0.08114620703680595,0.8263888888888888
IER3,3.1271486,0.18598853,0.0017651067822139657,0.0818817152545163,1.0
COPA,3.1196072,0.19772527,0.0018109231638917746,0.08368888727475106,0.9479166666666666
TNNT1,3.116465,0.25895762,0.0018303338934075463,0.08437285999069219,0.8854166666666666
SEZ6L2,3.1152081,0.53528154,0.0018381515757002003,0.08452033394749124,0.5902777777777778
DMKN,3.1082952,1.2572458,0.0018816999545173182,0.08609012504411045,0.3159722222222222
SNAP23,3.1076667,0.4405359,0.0018857055263921093,0.08616567786701322,0.6805555555555556
ATP6V1H,3.0963547,0.30660692,0.001959158215782409,0.08885644343971742,0.8541666666666666
COPS2,3.094155,0.48090255,0.0019737421747093218,0.08940710066402956,0.6388888888888888
GNG5,3.089756,0.20732014,0.0020032094825186858,0.09051786453045237,0.9722222222222222
GBA,3.0875566,0.23592003,0.0020180940517823286,0.09082281667822438,0.9270833333333334
TSPAN6,3.0869281,0.62928957,0.0020223653887257963,0.09082281667822438,0.5381944444444444
SUPT4H1,3.0847285,0.2502238,0.002037380480286455,0.09116156840949209,0.9444444444444444
DNAJC19,3.082843,0.3888263,0.0020503318975989998,0.0915173143707573,0.8090277777777778
AZIN1,3.0815864,0.24315082,0.0020590080934640765,0.09179263730679496,0.9722222222222222
PPP2R5A,3.0803294,0.43198282,0.002067717959327525,0.09206878957341452,0.7083333333333334
MYO1D,3.0721595,0.46717095,0.0021251608966424435,0.09405443044499405,0.6354166666666666
SPG21,3.069646,0.36167806,0.002143127849923289,0.09439304745492456,0.8125
PLPPR3,3.0661893,1.3169159,0.0021680598568647523,0.09537639281383029,0.2986111111111111
IST1,3.0636756,0.30195025,0.0021863589286168694,0.09605156719144667,0.8611111111111112
TERF2IP,3.062733,0.37072712,0.0021932575016833586,0.09613822493306899,0.7951388888888888
AC106045.1,3.0605333,1.0911875,0.0022094318288135664,0.09650049447065077,0.3333333333333333
TMEM254,3.057077,0.4174661,0.0022350696117724093,0.09727203669498449,0.6909722222222222
SLC35E3,3.0548773,0.584416,0.0022515261997967002,0.09771571222363816,0.5451388888888888
BAIAP2,3.0548773,0.30772522,0.0022515261997967002,0.09771571222363816,0.8958333333333334
COQ6,3.0542488,0.62315106,0.002256248431643768,0.09771571222363816,0.5520833333333334
ZFAND3,3.0539346,0.36833137,0.002258612948859263,0.09771571222363816,0.7673611111111112
SERINC3,3.0539346,0.26419717,0.002258612948859263,0.09771571222363816,0.8784722222222222
SQSTM1,3.0460792,0.12068945,0.0023184687479236754,0.09959891389994653,1.0
PADI2,3.0416799,0.90694386,0.0023526191661481137,0.10094749601428735,0.4131944444444444
RAB22A,3.038852,0.48895827,0.0023748155834538657,0.10154278641354549,0.6423611111111112
GTF2I,3.0344527,0.2033179,0.0024097246715927643,0.1026755910418705,0.9652777777777778
ELF3,3.0335102,0.19228037,0.0024172660339660014,0.10287715594091816,1.0
TMED3,3.0303679,0.24447626,0.002442560190284587,0.10371246580580762,0.9375
SUMO2,3.0303679,0.18739589,0.002442560190284587,0.10371246580580762,1.0
IVD,3.0190558,0.33163998,0.0025356377781522816,0.10642990632815558,0.8194444444444444
MARCH6,3.0152853,0.32330325,0.0025673773580322614,0.1075155362486714,0.8541666666666666
COX17,2.9976888,0.22079521,0.0027203540489554564,0.113661733499793,0.9722222222222222
HSD17B14,2.9885762,0.6282124,0.002802805894728134,0.1165744301738005,0.5104166666666666
BBS2,2.9866908,0.5809593,0.0028201472745645008,0.11716255436587435,0.5451388888888888
TGIF1,2.981349,0.3264835,0.002869814592226237,0.1190907980613067,0.7604166666666666
PPP1R11,2.9782069,0.33252636,0.0028994023879322893,0.11991076474656466,0.7916666666666666
AC093297.2,2.9766357,0.6282215,0.002914300461931153,0.120390870436955,0.5173611111111112
PRDX2,2.974122,0.15052918,0.002938282760057213,0.12083605314702703,0.9895833333333334
EBP,2.9640667,0.41640916,0.0030360236608442085,0.12318385959372546,0.6805555555555556
CNPY2,2.9637525,0.26911572,0.0030391253029462065,0.12318385959372546,0.8680555555555556
PARP1,2.961553,0.30159116,0.00306091784693568,0.12392992711912922,0.8958333333333334
NUCB2,2.9514978,0.33987698,0.0031623671433237154,0.12718290073243196,0.7673611111111112
FLNB,2.9499269,0.16827932,0.003178492598444653,0.12756141183736044,0.9895833333333334
IRF2BPL,2.9480414,0.28851423,0.0031979420524677624,0.12820139875396777,0.8576388888888888
RUNDC1,2.9455276,0.68794155,0.003224043375621801,0.12896525856954483,0.4895833333333333
AC087379.2,2.9442708,0.9908655,0.003237166701129552,0.12934884107864927,0.4097222222222222
CLN3,2.941757,0.29171568,0.003263559475329896,0.13011932500713458,0.8854166666666666
TMEM97,2.9389288,0.5545148,0.003293485567668825,0.13102702745896377,0.6215277777777778
FOXA1,2.9354725,0.17521809,0.00333040127002764,0.132351809863498,0.9895833333333334
HSBP1,2.9266744,0.16724005,0.0034260751583048915,0.13556516418282955,0.9965277777777778
MRPS7,2.9216466,0.26797384,0.00348186274816274,0.13732721815248325,0.9166666666666666
RBBP4,2.92039,0.31214258,0.003495938211250101,0.13772464973118587,0.8923611111111112
PRKCD,2.9200757,0.3454489,0.0034994651580558685,0.13772464973118587,0.8229166666666666
TCEAL1,2.917876,0.23771863,0.003524244587026823,0.13855088735743154,0.9548611111111112
BAG1,2.9131627,0.24108636,0.0035778817755891053,0.13975885898435095,0.9131944444444444
ANP32A,2.9115915,0.3090727,0.0035959251848747768,0.14031392077995916,0.8368055555555556
CRACR2B,2.90405,0.2662206,0.0036836910278520915,0.1431282115821809,0.8402777777777778
RETREG2,2.8990226,0.28564453,0.0037432788827123915,0.14498174644037698,0.84375
TK1,2.898394,0.33674154,0.003750788647251947,0.1451190436343219,0.8055555555555556
HIST1H2BD,2.8921096,0.36963892,0.003826642956135555,0.1472754561908701,0.7083333333333334
P2RY10,2.888339,1.226589,0.003872821927997943,0.1485840203214389,0.3055555555555556
SPTSSB,2.887082,0.92259955,0.0038883270531059506,0.14871124187119217,0.4409722222222222
EIF4G2,2.887082,0.1861163,0.0038883270531059506,0.14871124187119217,0.9895833333333334
XBP1,2.8817403,0.12303057,0.003954854854654336,0.15062605882955601,1.0
RBBP7,2.8789124,0.19047391,0.003990492376984797,0.15182537576925212,0.9652777777777778
P4HB,2.8763986,0.12154788,0.0040224146831390195,0.15288099669529726,1.0
CNP,2.8745131,0.25571612,0.004046508355953416,0.1534717319245877,0.8506944444444444
TMEM9,2.8710568,0.18387288,0.004091020590425431,0.15436643776305278,0.9930555555555556
UBE2Z,2.8691714,0.2225031,0.004115486851907078,0.15512969543424404,0.9756944444444444
SLC39A9,2.8635154,0.34100634,0.0041896843986676015,0.15695664142848811,0.7881944444444444
HADHB,2.8619442,0.26307246,0.004210509093948151,0.1574145488739492,0.8993055555555556
BCAT2,2.855974,0.26531908,0.004290501992168211,0.16007814823175198,0.9097222222222222
CIAO2A,2.8424625,0.27200663,0.004476650340414001,0.16483252566221349,0.8576388888888888
SORD,2.8405771,0.3457444,0.004503198360254884,0.16531751573088166,0.7361111111111112
STRAP,2.8358638,0.27725294,0.004570193567486751,0.16744109585944203,0.8715277777777778
TMEM230,2.8314645,0.26197886,0.004633535564543335,0.16958915281615175,0.9479166666666666
SH3BP4,2.8280082,0.52221584,0.004683860800222741,0.17092122547253494,0.5763888888888888
CPE,2.8204668,0.49194914,0.0047953829905698474,0.1746425998386537,0.5625
CBX1,2.8053842,0.37158734,0.005025664759901058,0.18158376690734318,0.7152777777777778
SLC25A39,2.8044415,0.16116354,0.005040384017144059,0.1819339822771221,0.9930555555555556
OAZ2,2.7997282,0.3071594,0.0051145665688965185,0.18388826226736885,0.7881944444444444
PRDX3,2.7978427,0.2704122,0.005144514867184354,0.18478066096038037,0.9201388888888888
SNAPIN,2.7940722,0.28951702,0.0052048873670550696,0.1862209995323388,0.8194444444444444
ARL8B,2.7840168,0.305,0.0053690227802249005,0.19041821974710424,0.8229166666666666
HOXC13,2.7802463,1.1106923,0.00543176875800927,0.19227095581421402,0.34375
RAB11FIP4,2.77679,0.28958264,0.005489866647601087,0.19339230911342384,0.7708333333333334
TTLL12,2.7752187,0.24361171,0.005516459720410871,0.19414225214111375,0.8298611111111112
MLPH,2.769877,0.179009,0.005607748018759522,0.19678733004277782,0.9965277777777778
BECN1,2.7679915,0.21621199,0.00564029140076093,0.19736166879469483,0.8819444444444444
MDM2,2.7569938,0.30789152,0.005833546408957205,0.20238258968174658,0.9201388888888888
CDC42EP4,2.7557368,0.322277,0.005856008564281949,0.20277745455182933,0.7222222222222222
B4GALNT4,2.7535374,0.41214842,0.0058955050113982345,0.20337547495022318,0.6284722222222222
SNAP47,2.752909,0.42611578,0.005906833725817059,0.20357440790831466,0.6354166666666666
CFB,2.7497666,0.16988796,0.005963772131962404,0.20515039831010898,1.0
RNF139,2.741911,0.32162696,0.006108287977468351,0.2097274373952337,0.8020833333333334
ADIRF,2.7393973,0.085979566,0.006155194776571114,0.21074488682626694,1.0
MEA1,2.7375119,0.28165033,0.006190587478206424,0.21175859092507787,0.9305555555555556
EPN3,2.736255,0.2904251,0.006214284305783496,0.21237070016431536,0.8402777777777778
CTNNA1,2.7356267,0.2003852,0.006226163318580595,0.21257817502179885,0.9513888888888888
IDI1,2.7343698,0.3390837,0.006249982694324297,0.21299405641989164,0.8368055555555556
CDKN1B,2.7312274,0.36256808,0.006309890433683507,0.2142377548824212,0.7465277777777778
MT-ND2,2.7261999,0.18611608,0.006406818423138333,0.21632468736650012,1.0
HIPK2,2.7205439,0.61033356,0.006517462118102618,0.21945320237780488,0.4965277777777778
BCL9,2.7186584,0.57305974,0.00655472348451809,0.22050499472136637,0.4791666666666667
UBE2F,2.7180302,0.32895222,0.006567186448473015,0.22072138769564814,0.7951388888888888
ADIPOR2,2.7145736,0.29766592,0.006636114451288373,0.22262917051476236,0.7291666666666666
YIPF6,2.7133167,0.39229217,0.00666134000493379,0.22327079260126526,0.7118055555555556
AQR,2.6985483,0.6341262,0.006964263925911092,0.23172638541115623,0.5034722222222222
PRKAR1A,2.6891215,0.2168003,0.007164032440515575,0.2377250692251229,0.96875
CTSA,2.688179,0.19976997,0.00718428952284148,0.23818132321152263,0.9409722222222222
TPI1,2.6844082,0.13831896,0.007265832954633511,0.24023193493454484,0.9965277777777778
TSPAN13,2.6834655,0.23802446,0.007286348151244325,0.24069280567120357,0.9444444444444444
TNRC18,2.6822088,0.31583977,0.007313782595080591,0.24138120537650562,0.7916666666666666
AMZ2,2.6806376,0.3234803,0.007348205962568646,0.24208072586496404,0.7256944444444444
TECR,2.679695,0.20743713,0.007368929685108555,0.24254513975239048,0.9479166666666666
KIAA0100,2.6765525,0.23960023,0.007438387958946568,0.24373539631638616,0.9548611111111112
RPS27L,2.6705823,0.18712275,0.007571978366135176,0.24789085883623754,0.9479166666666666
SUPT16H,2.668383,0.2993767,0.007621735539672553,0.24885204503796177,0.8125
PLXNB2,2.6608415,0.17001912,0.00779456430185035,0.2529156454007311,0.9652777777777778
DHX40,2.6551855,0.47523016,0.007926481443925945,0.2562872326229095,0.6041666666666666
VDAC3,2.6514149,0.19968894,0.008015533529678955,0.258481535435929,0.8680555555555556
SCUBE3,2.6492152,0.8986346,0.008067893298736358,0.2594841499358958,0.3715277777777778
TMEM132A,2.641988,0.36617738,0.008242095236014844,0.2627778116144419,0.7083333333333334
POGK,2.641988,0.3879599,0.008242095236014844,0.2627778116144419,0.6666666666666666
MMP1,2.6410453,1.4097447,0.008265063630091132,0.26328076059614053,0.2604166666666667
FAM120A,2.6366463,0.23959376,0.008373008472682185,0.26533375160921263,0.9166666666666666
ARPC1A,2.63319,0.30399266,0.008458705110184804,0.26689402218782243,0.7569444444444444
MPP2,2.63319,0.6555992,0.008458705110184804,0.26689402218782243,0.4479166666666667
TIMMDC1,2.6287906,0.31359494,0.008568907562724914,0.2692464626203592,0.7777777777777778
MEAF6,2.6199925,0.36249503,0.008793170648570527,0.2750759306908802,0.7604166666666666
TIMP2,2.614965,0.18772826,0.008923662335675072,0.2782069549812975,0.9236111111111112
DNAH5,2.6146507,0.9607601,0.008931875203013069,0.2782260121748777,0.3645833333333333
NDUFS2,2.613708,0.2072711,0.00895655432595794,0.2787575211601926,0.9618055555555556
RAE1,2.6115084,0.33408877,0.009014375926866745,0.2800807922744056,0.7048611111111112
LAMP2,2.6099374,0.23051484,0.009055880909586811,0.280675863184811,0.9131944444444444
PPP2CA,2.6096232,0.23588493,0.0090642023519698,0.280675863184811,0.9236111111111112
DDAH2,2.6083663,0.26791516,0.009097556433424882,0.2812328234964393,0.7951388888888888
CPNE1,2.608052,0.24645558,0.009105912055673746,0.28125357565376774,0.8541666666666666
KLHL12,2.6055381,0.32998872,0.009173004048027738,0.28308694870308876,0.6875
ARHGAP35,2.6033387,0.2580183,0.009232071115380817,0.28419094608414913,0.8576388888888888
KIAA0319L,2.5932834,0.40005162,0.009506436814728531,0.29214533489158606,0.6666666666666666
REXO1,2.5804005,0.7901499,0.00986858294930995,0.30100000377307795,0.3958333333333333
SPR,2.5760012,0.2382909,0.009995028804048078,0.304096466547767,0.8715277777777778
CLTCL1,2.5722306,1.4331504,0.010104557397380004,0.30666410058167953,0.25
CRNDE,2.5709736,0.19644643,0.010141303714413344,0.3072697493801679,0.8923611111111112
IFIT1,2.570031,0.21493389,0.010168941485750215,0.30785229720425444,0.9409722222222222
ARHGAP8,2.5668888,0.26498407,0.01026155233531959,0.3103992372107705,0.8368055555555556
ADGRG1,2.5665746,0.27328074,0.010270854585419114,0.31042406992644506,0.8923611111111112
GADD45G,2.5653176,0.38837266,0.010308138687957023,0.3112938812854084,0.6909722222222222
ERH,2.5637465,0.23460814,0.010354913181579913,0.31193430235309166,0.9722222222222222
MT-ATP6,2.562804,0.16027543,0.010383068453216073,0.312268437515334,1.0
PROM2,2.5593474,0.2663053,0.010486888160945026,0.3148733335346587,0.8125
YWHAE,2.5577762,0.15783864,0.010534383476777376,0.316040139043876,0.9965277777777778
NUDT4,2.553063,0.27569115,0.010678019514723448,0.318781559753991,0.7881944444444444
TMEM62,2.5508635,0.637545,0.010745643669876095,0.32053896003352483,0.4479166666666667
COPB1,2.547407,0.28676397,0.010852679642136648,0.3229422175462142,0.7951388888888888
MRPL45,2.543322,0.3812045,0.010980397677091757,0.32621228521041834,0.6805555555555556
OARD1,2.541751,0.5706797,0.011029874513201608,0.3268861838523822,0.5104166666666666
NDUFA4,2.5401797,0.14553924,0.011079549324342021,0.32729829283312534,0.9965277777777778
DAZAP2,2.5364091,0.14156751,0.011199580616422405,0.330044967907952,1.0
KIF5B,2.5338953,0.21053894,0.011280241725872686,0.33215456750496075,0.8854166666666666
PMM1,2.53201,0.6235622,0.011341075653288459,0.3331418218186283,0.4583333333333333
ZMIZ1,2.5298104,0.31094497,0.011412416565147984,0.33443223274698264,0.7465277777777778
TMEM147,2.5298104,0.22798412,0.011412416565147984,0.33443223274698264,0.9166666666666666
ACTN4,2.5294962,0.18697934,0.011422640576801691,0.33446405420121494,0.9722222222222222
RAB13,2.5266683,0.19836466,0.011515023166054099,0.33689957066406556,0.9583333333333334
VPS41,2.526354,0.4178106,0.011525328718851577,0.33693175434399886,0.6770833333333334
TSPAN1,2.5254114,0.20007586,0.01155629450434591,0.3375673863955025,0.9305555555555556
LAGE3,2.5244687,0.25764441,0.011587334095666839,0.33793467349442385,0.8472222222222222
TMC4,2.5238402,0.24583736,0.011608068232992735,0.33826982913675724,0.9236111111111112
NDUFB5,2.5228975,0.28967723,0.011639231163612361,0.3386387120980731,0.7569444444444444
GPRIN3,2.5210123,0.41587588,0.011701779778787606,0.33964856596622134,0.6388888888888888
SUCO,2.5156703,0.30059564,0.011880623123060421,0.34402111307526456,0.7743055555555556
PMVK,2.5093858,0.19224025,0.012094126813031708,0.3490986872900422,0.8993055555555556
